cprs_id,platform,platform_id,name,url,contest_id,difficulty_raw,difficulty_normalized,tags_original_str,tags_unified_str,solve_count,acceptance_rate,is_premium
cf:1488H,codeforces,1488H,Build From Suffixes,https://codeforces.com/problemset/problem/1488/H,1488,2800.0,0.7407407407407407,*special|combinatorics|data structures,combinatorics|data_structures|other:*special,71.0,,False
cf:1488G,codeforces,1488G,Painting Numbers,https://codeforces.com/problemset/problem/1488/G,1488,2500.0,0.6296296296296297,*special|data structures|greedy|number theory,data_structures|greedy|number_theory|other:*special,135.0,,False
cf:1488F,codeforces,1488F,Dogecoin,https://codeforces.com/problemset/problem/1488/F,1488,2300.0,0.5555555555555556,*special|binary search|data structures,binary_search|data_structures|other:*special,191.0,,False
cf:1488E,codeforces,1488E,Palindromic Doubles,https://codeforces.com/problemset/problem/1488/E,1488,2200.0,0.5185185185185185,*special|data structures|dp,data_structures|dynamic_programming|other:*special,232.0,,False
cf:1488D,codeforces,1488D,Problemsolving Marathon,https://codeforces.com/problemset/problem/1488/D,1488,1900.0,0.4074074074074074,*special|binary search|greedy,binary_search|greedy|other:*special,360.0,,False
cf:1488C,codeforces,1488C,Two Policemen,https://codeforces.com/problemset/problem/1488/C,1488,1900.0,0.4074074074074074,*special|binary search|brute force|math,binary_search|brute_force|math|other:*special,484.0,,False
cf:1488B,codeforces,1488B,RBS Deletion,https://codeforces.com/problemset/problem/1488/B,1488,1800.0,0.37037037037037035,*special|greedy,greedy|other:*special,603.0,,False
cf:1488A,codeforces,1488A,From Zero To Y,https://codeforces.com/problemset/problem/1488/A,1488,900.0,0.037037037037037035,*special|math,math|other:*special,1832.0,,False
cf:1487G,codeforces,1487G,String Counting,https://codeforces.com/problemset/problem/1487/G,1487,2700.0,0.7037037037037037,combinatorics|dp|fft|math,combinatorics|dynamic_programming|fft|math,712.0,,False
cf:1487F,codeforces,1487F,Ones,https://codeforces.com/problemset/problem/1487/F,1487,2900.0,0.7777777777777778,dp|greedy|shortest paths,dynamic_programming|greedy|shortest_paths,506.0,,False
cf:1487E,codeforces,1487E,Cheap Dinner,https://codeforces.com/problemset/problem/1487/E,1487,2000.0,0.4444444444444444,brute force|data structures|graphs|greedy|implementation|sortings|two pointers,brute_force|data_structures|graphs|greedy|implementation|sorting|two_pointers,5155.0,,False
cf:1487D,codeforces,1487D,Pythagorean Triples,https://codeforces.com/problemset/problem/1487/D,1487,1500.0,0.25925925925925924,binary search|brute force|math|number theory,binary_search|brute_force|math|number_theory,20780.0,,False
cf:1487C,codeforces,1487C,Minimum Ties,https://codeforces.com/problemset/problem/1487/C,1487,1500.0,0.25925925925925924,brute force|constructive algorithms|dfs and similar|graphs|greedy|implementation|math,brute_force|constructive|dfs|graphs|greedy|implementation|math,15522.0,,False
cf:1487B,codeforces,1487B,Cat Cycle,https://codeforces.com/problemset/problem/1487/B,1487,1200.0,0.14814814814814814,math|number theory,math|number_theory,29689.0,,False
cf:1487A,codeforces,1487A,Arena,https://codeforces.com/problemset/problem/1487/A,1487,800.0,0.0,implementation|sortings,implementation|sorting,27643.0,,False
cf:1486F,codeforces,1486F,Pairs of Paths,https://codeforces.com/problemset/problem/1486/F,1486,2600.0,0.6666666666666666,combinatorics|data structures|dfs and similar|dp|trees,combinatorics|data_structures|dfs|dynamic_programming|trees,820.0,,False
cf:1486E,codeforces,1486E,Paired Payment,https://codeforces.com/problemset/problem/1486/E,1486,2200.0,0.5185185185185185,binary search|brute force|constructive algorithms|dp|flows|graphs|shortest paths,binary_search|brute_force|constructive|dynamic_programming|graphs|network_flow|shortest_paths,3403.0,,False
cf:1486D,codeforces,1486D,Max Median,https://codeforces.com/problemset/problem/1486/D,1486,2100.0,0.48148148148148145,binary search|data structures|dp,binary_search|data_structures|dynamic_programming,9949.0,,False
cf:1486C2,codeforces,1486C2,Guessing the Greatest (hard version),https://codeforces.com/problemset/problem/1486/C2,1486,1900.0,0.4074074074074074,binary search|interactive,binary_search|other:interactive,10119.0,,False
cf:1486C1,codeforces,1486C1,Guessing the Greatest (easy version),https://codeforces.com/problemset/problem/1486/C1,1486,1600.0,0.2962962962962963,binary search|interactive,binary_search|other:interactive,14423.0,,False
cf:1486B,codeforces,1486B,Eastern Exhibition,https://codeforces.com/problemset/problem/1486/B,1486,1500.0,0.25925925925925924,binary search|geometry|shortest paths|sortings,binary_search|geometry|shortest_paths|sorting,21021.0,,False
cf:1486A,codeforces,1486A,Shifting Stacks,https://codeforces.com/problemset/problem/1486/A,1486,900.0,0.037037037037037035,greedy|implementation,greedy|implementation,27159.0,,False
cf:1485F,codeforces,1485F,Copy or Prefix Sum,https://codeforces.com/problemset/problem/1485/F,1485,2400.0,0.5925925925925926,combinatorics|data structures|dp|sortings,combinatorics|data_structures|dynamic_programming|sorting,2352.0,,False
cf:1485E,codeforces,1485E,Move and Swap,https://codeforces.com/problemset/problem/1485/E,1485,2500.0,0.6296296296296297,dfs and similar|dp|greedy|trees,dfs|dynamic_programming|greedy|trees,1539.0,,False
cf:1485D,codeforces,1485D,Multiples and Power Differences,https://codeforces.com/problemset/problem/1485/D,1485,2200.0,0.5185185185185185,constructive algorithms|graphs|math|number theory,constructive|graphs|math|number_theory,5683.0,,False
cf:1485C,codeforces,1485C,Floor and Mod,https://codeforces.com/problemset/problem/1485/C,1485,1700.0,0.3333333333333333,binary search|brute force|math|number theory,binary_search|brute_force|math|number_theory,11131.0,,False
cf:1485B,codeforces,1485B,Replace and Keep Sorted,https://codeforces.com/problemset/problem/1485/B,1485,1200.0,0.14814814814814814,dp|implementation|math,dynamic_programming|implementation|math,17977.0,,False
cf:1485A,codeforces,1485A,Add and Divide,https://codeforces.com/problemset/problem/1485/A,1485,1000.0,0.07407407407407407,brute force|greedy|math|number theory,brute_force|greedy|math|number_theory,34494.0,,False
cf:1482H,codeforces,1482H,Exam,https://codeforces.com/problemset/problem/1482/H,1482,3400.0,0.9629629629629629,data structures|string suffix structures|trees,data_structures|other:string suffix structures|trees,693.0,,False
cf:1482G,codeforces,1482G,Vabank,https://codeforces.com/problemset/problem/1482/G,1482,3200.0,0.8888888888888888,binary search|interactive,binary_search|other:interactive,351.0,,False
cf:1482F,codeforces,1482F,Useful Edges,https://codeforces.com/problemset/problem/1482/F,1482,2400.0,0.5925925925925926,graphs|shortest paths,graphs|shortest_paths,1767.0,,False
cf:1482E,codeforces,1482E,Skyline Photo,https://codeforces.com/problemset/problem/1482/E,1482,2100.0,0.48148148148148145,data structures|divide and conquer|dp,data_structures|divide_and_conquer|dynamic_programming,3830.0,,False
cf:1482D,codeforces,1482D,Playlist,https://codeforces.com/problemset/problem/1482/D,1482,1900.0,0.4074074074074074,data structures|dsu|implementation|shortest paths,data_structures|implementation|other:dsu|shortest_paths,4128.0,,False
cf:1482C,codeforces,1482C,Basic Diplomacy,https://codeforces.com/problemset/problem/1482/C,1482,1600.0,0.2962962962962963,brute force|constructive algorithms|greedy|implementation,brute_force|constructive|greedy|implementation,10058.0,,False
cf:1482B,codeforces,1482B,Restore Modulo,https://codeforces.com/problemset/problem/1482/B,1482,1500.0,0.25925925925925924,implementation|math,implementation|math,9634.0,,False
cf:1482A,codeforces,1482A,Prison Break,https://codeforces.com/problemset/problem/1482/A,1482,800.0,0.0,math,math,21344.0,,False
cf:1481F,codeforces,1481F,AB Tree,https://codeforces.com/problemset/problem/1481/F,1481,3100.0,0.8518518518518519,dp|greedy|trees,dynamic_programming|greedy|trees,743.0,,False
cf:1481E,codeforces,1481E,Sorting Books,https://codeforces.com/problemset/problem/1481/E,1481,2500.0,0.6296296296296297,data structures|dp|greedy,data_structures|dynamic_programming|greedy,2432.0,,False
cf:1481D,codeforces,1481D,AB Graph,https://codeforces.com/problemset/problem/1481/D,1481,2000.0,0.4444444444444444,brute force|constructive algorithms|graphs|greedy|implementation,brute_force|constructive|graphs|greedy|implementation,4893.0,,False
cf:1481C,codeforces,1481C,Fence Painting,https://codeforces.com/problemset/problem/1481/C,1481,1600.0,0.2962962962962963,brute force|constructive algorithms|greedy,brute_force|constructive|greedy,12468.0,,False
cf:1481B,codeforces,1481B,New Colony,https://codeforces.com/problemset/problem/1481/B,1481,1100.0,0.1111111111111111,brute force|greedy|implementation,brute_force|greedy|implementation,19946.0,,False
cf:1481A,codeforces,1481A,Space Navigation ,https://codeforces.com/problemset/problem/1481/A,1481,800.0,0.0,greedy|strings,greedy|strings,25803.0,,False
cf:1480B,codeforces,1480B,The Great Hero,https://codeforces.com/problemset/problem/1480/B,1480,900.0,0.037037037037037035,greedy|implementation|sortings,greedy|implementation|sorting,17966.0,,False
cf:1480A,codeforces,1480A,Yet Another String Game,https://codeforces.com/problemset/problem/1480/A,1480,800.0,0.0,games|greedy|strings,game_theory|greedy|strings,27223.0,,False
cf:1479E,codeforces,1479E,School Clubs,https://codeforces.com/problemset/problem/1479/E,1479,3500.0,1.0,dp|fft|math|number theory|probabilities,dynamic_programming|fft|math|number_theory|probability,269.0,,False
cf:1479D,codeforces,1479D,Odd Mineral Resource,https://codeforces.com/problemset/problem/1479/D,1479,2900.0,0.7777777777777778,binary search|bitmasks|brute force|data structures|probabilities|trees,binary_search|bitmask|brute_force|data_structures|probability|trees,1358.0,,False
cf:1479C,codeforces,1479C,Continuous City,https://codeforces.com/problemset/problem/1479/C,1479,2500.0,0.6296296296296297,bitmasks|constructive algorithms,bitmask|constructive,1451.0,,False
cf:1479B2,codeforces,1479B2,Painting the Array II,https://codeforces.com/problemset/problem/1479/B2,1479,2100.0,0.48148148148148145,constructive algorithms|data structures|dp|greedy|implementation,constructive|data_structures|dynamic_programming|greedy|implementation,4469.0,,False
cf:1479B1,codeforces,1479B1,Painting the Array I,https://codeforces.com/problemset/problem/1479/B1,1479,1900.0,0.4074074074074074,constructive algorithms|data structures|dp|greedy|implementation,constructive|data_structures|dynamic_programming|greedy|implementation,7505.0,,False
cf:1479A,codeforces,1479A,Searching Local Minimum,https://codeforces.com/problemset/problem/1479/A,1479,1700.0,0.3333333333333333,binary search|interactive|ternary search,binary_search|other:interactive|other:ternary search,13230.0,,False
cf:1478C,codeforces,1478C,Nezzar and Symmetric Array,https://codeforces.com/problemset/problem/1478/C,1478,1700.0,0.3333333333333333,implementation|math|sortings,implementation|math|sorting,10688.0,,False
cf:1478B,codeforces,1478B,Nezzar and Lucky Number,https://codeforces.com/problemset/problem/1478/B,1478,1100.0,0.1111111111111111,brute force|dp|greedy|math,brute_force|dynamic_programming|greedy|math,19052.0,,False
cf:1478A,codeforces,1478A,Nezzar and Colorful Balls,https://codeforces.com/problemset/problem/1478/A,1478,800.0,0.0,brute force|greedy,brute_force|greedy,28110.0,,False
cf:1477F,codeforces,1477F,Nezzar and Chocolate Bars,https://codeforces.com/problemset/problem/1477/F,1477,3500.0,1.0,combinatorics|fft|math|probabilities,combinatorics|fft|math|probability,174.0,,False
cf:1477E,codeforces,1477E,Nezzar and Tournaments,https://codeforces.com/problemset/problem/1477/E,1477,3300.0,0.9259259259259259,data structures|greedy,data_structures|greedy,181.0,,False
cf:1477D,codeforces,1477D,Nezzar and Hidden Permutations,https://codeforces.com/problemset/problem/1477/D,1477,2800.0,0.7407407407407407,constructive algorithms|dfs and similar|graphs,constructive|dfs|graphs,795.0,,False
cf:1477C,codeforces,1477C,Nezzar and Nice Beatmap,https://codeforces.com/problemset/problem/1477/C,1477,2200.0,0.5185185185185185,constructive algorithms|geometry|greedy|math|sortings,constructive|geometry|greedy|math|sorting,2607.0,,False
cf:1477B,codeforces,1477B,Nezzar and Binary String,https://codeforces.com/problemset/problem/1477/B,1477,1900.0,0.4074074074074074,data structures|greedy,data_structures|greedy,3564.0,,False
cf:1477A,codeforces,1477A,Nezzar and Board,https://codeforces.com/problemset/problem/1477/A,1477,1800.0,0.37037037037037035,constructive algorithms|math|number theory,constructive|math|number_theory,6571.0,,False
cf:1476G,codeforces,1476G,Minimum Difference,https://codeforces.com/problemset/problem/1476/G,1476,3100.0,0.8518518518518519,data structures|hashing|sortings|two pointers,data_structures|hashing|sorting|two_pointers,748.0,,False
cf:1476F,codeforces,1476F,Lanterns,https://codeforces.com/problemset/problem/1476/F,1476,3000.0,0.8148148148148148,binary search|data structures|dp,binary_search|data_structures|dynamic_programming,1166.0,,False
cf:1476E,codeforces,1476E,Pattern Matching,https://codeforces.com/problemset/problem/1476/E,1476,2300.0,0.5555555555555556,bitmasks|data structures|dfs and similar|graphs|hashing|sortings|strings,bitmask|data_structures|dfs|graphs|hashing|sorting|strings,2789.0,,False
cf:1476D,codeforces,1476D,Journey,https://codeforces.com/problemset/problem/1476/D,1476,1700.0,0.3333333333333333,dfs and similar|dp|dsu|implementation,dfs|dynamic_programming|implementation|other:dsu,9272.0,,False
cf:1476C,codeforces,1476C,Longest Simple Cycle,https://codeforces.com/problemset/problem/1476/C,1476,1600.0,0.2962962962962963,dp|graphs|greedy,dynamic_programming|graphs|greedy,12364.0,,False
cf:1476B,codeforces,1476B,Inflation,https://codeforces.com/problemset/problem/1476/B,1476,1300.0,0.18518518518518517,binary search|brute force|greedy|math,binary_search|brute_force|greedy|math,21727.0,,False
cf:1476A,codeforces,1476A,K-divisible Sum,https://codeforces.com/problemset/problem/1476/A,1476,1000.0,0.07407407407407407,binary search|constructive algorithms|greedy|math,binary_search|constructive|greedy|math,45444.0,,False
cf:1475G,codeforces,1475G,Strange Beauty,https://codeforces.com/problemset/problem/1475/G,1475,1900.0,0.4074074074074074,dp|math|number theory|sortings,dynamic_programming|math|number_theory|sorting,7957.0,,False
cf:1475F,codeforces,1475F,Unusual Matrix,https://codeforces.com/problemset/problem/1475/F,1475,1900.0,0.4074074074074074,2-sat|brute force|constructive algorithms,brute_force|constructive|other:2-sat,5955.0,,False
cf:1475E,codeforces,1475E,Advertising Agency,https://codeforces.com/problemset/problem/1475/E,1475,1600.0,0.2962962962962963,combinatorics|math|sortings,combinatorics|math|sorting,18163.0,,False
cf:1475D,codeforces,1475D,Cleaning the Phone,https://codeforces.com/problemset/problem/1475/D,1475,1800.0,0.37037037037037035,binary search|dp|sortings|two pointers,binary_search|dynamic_programming|sorting|two_pointers,11268.0,,False
cf:1475C,codeforces,1475C,Ball in Berland,https://codeforces.com/problemset/problem/1475/C,1475,1400.0,0.2222222222222222,combinatorics|graphs|math,combinatorics|graphs|math,27913.0,,False
cf:1475B,codeforces,1475B,New Year's Number,https://codeforces.com/problemset/problem/1475/B,1475,900.0,0.037037037037037035,brute force|dp|math,brute_force|dynamic_programming|math,57966.0,,False
cf:1475A,codeforces,1475A,Odd Divisor,https://codeforces.com/problemset/problem/1475/A,1475,900.0,0.037037037037037035,math|number theory,math|number_theory,89460.0,,False
cf:1474F,codeforces,1474F,1 2 3 4 ...,https://codeforces.com/problemset/problem/1474/F,1474,3000.0,0.8148148148148148,dp|math|matrices,dynamic_programming|math|other:matrices,328.0,,False
cf:1474E,codeforces,1474E,What Is It?,https://codeforces.com/problemset/problem/1474/E,1474,2500.0,0.6296296296296297,constructive algorithms|greedy,constructive|greedy,1467.0,,False
cf:1474D,codeforces,1474D,Cleaning,https://codeforces.com/problemset/problem/1474/D,1474,2200.0,0.5185185185185185,data structures|dp|greedy|math,data_structures|dynamic_programming|greedy|math,4332.0,,False
cf:1474C,codeforces,1474C,Array Destruction,https://codeforces.com/problemset/problem/1474/C,1474,1700.0,0.3333333333333333,brute force|constructive algorithms|data structures|greedy|implementation|sortings,brute_force|constructive|data_structures|greedy|implementation|sorting,14280.0,,False
cf:1474B,codeforces,1474B,Different Divisors,https://codeforces.com/problemset/problem/1474/B,1474,1000.0,0.07407407407407407,binary search|constructive algorithms|greedy|math|number theory,binary_search|constructive|greedy|math|number_theory,41693.0,,False
cf:1474A,codeforces,1474A,Puzzle From the Future,https://codeforces.com/problemset/problem/1474/A,1474,800.0,0.0,greedy,greedy,23429.0,,False
cf:1473G,codeforces,1473G,Tiles,https://codeforces.com/problemset/problem/1473/G,1473,2800.0,0.7407407407407407,combinatorics|dp|fft|math,combinatorics|dynamic_programming|fft|math,456.0,,False
cf:1473F,codeforces,1473F,Strange Set,https://codeforces.com/problemset/problem/1473/F,1473,2700.0,0.7037037037037037,flows|math,math|network_flow,1152.0,,False
cf:1473E,codeforces,1473E,Minimum Path,https://codeforces.com/problemset/problem/1473/E,1473,2400.0,0.5925925925925926,graphs|shortest paths,graphs|shortest_paths,4840.0,,False
cf:1473D,codeforces,1473D,Program,https://codeforces.com/problemset/problem/1473/D,1473,1700.0,0.3333333333333333,data structures|dp|implementation|strings,data_structures|dynamic_programming|implementation|strings,11067.0,,False
cf:1473C,codeforces,1473C,No More Inversions,https://codeforces.com/problemset/problem/1473/C,1473,1500.0,0.25925925925925924,constructive algorithms|math,constructive|math,13477.0,,False
cf:1473B,codeforces,1473B,String LCM,https://codeforces.com/problemset/problem/1473/B,1473,1000.0,0.07407407407407407,brute force|math|number theory|strings,brute_force|math|number_theory|strings,35330.0,,False
cf:1473A,codeforces,1473A,Replacing Elements,https://codeforces.com/problemset/problem/1473/A,1473,800.0,0.0,greedy|implementation|math|sortings,greedy|implementation|math|sorting,37651.0,,False
cf:1472G,codeforces,1472G,Moving to the Capital,https://codeforces.com/problemset/problem/1472/G,1472,2100.0,0.48148148148148145,dfs and similar|dp|graphs|shortest paths,dfs|dynamic_programming|graphs|shortest_paths,5753.0,,False
cf:1472F,codeforces,1472F,New Year's Puzzle,https://codeforces.com/problemset/problem/1472/F,1472,2100.0,0.48148148148148145,brute force|dp|graph matchings|greedy|sortings,brute_force|dynamic_programming|greedy|other:graph matchings|sorting,3305.0,,False
cf:1472E,codeforces,1472E,Correct Placement,https://codeforces.com/problemset/problem/1472/E,1472,1700.0,0.3333333333333333,binary search|data structures|dp|sortings|two pointers,binary_search|data_structures|dynamic_programming|sorting|two_pointers,9028.0,,False
cf:1472D,codeforces,1472D,Even-Odd Game,https://codeforces.com/problemset/problem/1472/D,1472,1200.0,0.14814814814814814,dp|games|greedy|sortings,dynamic_programming|game_theory|greedy|sorting,30887.0,,False
cf:1472C,codeforces,1472C,Long Jumps,https://codeforces.com/problemset/problem/1472/C,1472,1100.0,0.1111111111111111,dp|graphs,dynamic_programming|graphs,35744.0,,False
cf:1472B,codeforces,1472B,Fair Division,https://codeforces.com/problemset/problem/1472/B,1472,800.0,0.0,dp|greedy|math,dynamic_programming|greedy|math,60559.0,,False
cf:1472A,codeforces,1472A,Cards for Friends,https://codeforces.com/problemset/problem/1472/A,1472,800.0,0.0,greedy|math,greedy|math,45850.0,,False
cf:1471B,codeforces,1471B,Strange List,https://codeforces.com/problemset/problem/1471/B,1471,1100.0,0.1111111111111111,brute force|greedy|implementation|math,brute_force|greedy|implementation|math,19990.0,,False
cf:1471A,codeforces,1471A,Strange Partition,https://codeforces.com/problemset/problem/1471/A,1471,900.0,0.037037037037037035,greedy|math|number theory,greedy|math|number_theory,39756.0,,False
cf:1470F,codeforces,1470F,Strange Covering,https://codeforces.com/problemset/problem/1470/F,1470,3500.0,1.0,divide and conquer,divide_and_conquer,163.0,,False
cf:1470E,codeforces,1470E,Strange Permutation,https://codeforces.com/problemset/problem/1470/E,1470,3200.0,0.8888888888888888,binary search|combinatorics|data structures|dp|graphs|implementation|two pointers,binary_search|combinatorics|data_structures|dynamic_programming|graphs|implementation|two_pointers,377.0,,False
cf:1470D,codeforces,1470D,Strange Housing,https://codeforces.com/problemset/problem/1470/D,1470,2200.0,0.5185185185185185,constructive algorithms|dfs and similar|graph matchings|graphs|greedy,constructive|dfs|graphs|greedy|other:graph matchings,4210.0,,False
cf:1470C,codeforces,1470C,Strange Shuffle,https://codeforces.com/problemset/problem/1470/C,1470,2500.0,0.6296296296296297,binary search|brute force|constructive algorithms|interactive,binary_search|brute_force|constructive|other:interactive,1446.0,,False
cf:1470B,codeforces,1470B,Strange Definition,https://codeforces.com/problemset/problem/1470/B,1470,1900.0,0.4074074074074074,bitmasks|graphs|hashing|math|number theory,bitmask|graphs|hashing|math|number_theory,6810.0,,False
cf:1470A,codeforces,1470A,Strange Birthday Party,https://codeforces.com/problemset/problem/1470/A,1470,1300.0,0.18518518518518517,binary search|dp|greedy|sortings|two pointers,binary_search|dynamic_programming|greedy|sorting|two_pointers,30223.0,,False
cf:1469F,codeforces,1469F,Power Sockets,https://codeforces.com/problemset/problem/1469/F,1469,2600.0,0.6666666666666666,binary search|data structures|greedy,binary_search|data_structures|greedy,1090.0,,False
cf:1469E,codeforces,1469E,A Bit Similar,https://codeforces.com/problemset/problem/1469/E,1469,2400.0,0.5925925925925926,bitmasks|brute force|hashing|string suffix structures|strings|two pointers,bitmask|brute_force|hashing|other:string suffix structures|strings|two_pointers,2209.0,,False
cf:1469D,codeforces,1469D,Ceil Divisions,https://codeforces.com/problemset/problem/1469/D,1469,1700.0,0.3333333333333333,brute force|constructive algorithms|math|number theory,brute_force|constructive|math|number_theory,10256.0,,False
cf:1469C,codeforces,1469C,Building a Fence,https://codeforces.com/problemset/problem/1469/C,1469,1600.0,0.2962962962962963,dp|greedy|implementation|two pointers,dynamic_programming|greedy|implementation|two_pointers,11737.0,,False
cf:1469B,codeforces,1469B,Red and Blue,https://codeforces.com/problemset/problem/1469/B,1469,1000.0,0.07407407407407407,dp|greedy,dynamic_programming|greedy,31289.0,,False
cf:1469A,codeforces,1469A,Regular Bracket Sequence,https://codeforces.com/problemset/problem/1469/A,1469,1000.0,0.07407407407407407,constructive algorithms|greedy,constructive|greedy,30163.0,,False
cf:1468N,codeforces,1468N,Waste Sorting,https://codeforces.com/problemset/problem/1468/N,1468,900.0,0.037037037037037035,greedy|implementation,greedy|implementation,9204.0,,False
cf:1468M,codeforces,1468M,Similar Sets,https://codeforces.com/problemset/problem/1468/M,1468,2300.0,0.5555555555555556,data structures|graphs|implementation,data_structures|graphs|implementation,1136.0,,False
cf:1468L,codeforces,1468L,Prime Divisors Selection,https://codeforces.com/problemset/problem/1468/L,1468,2700.0,0.7037037037037037,binary search|greedy|math|number theory,binary_search|greedy|math|number_theory,372.0,,False
cf:1468K,codeforces,1468K,The Robot,https://codeforces.com/problemset/problem/1468/K,1468,1600.0,0.2962962962962963,brute force|implementation,brute_force|implementation,5632.0,,False
cf:1468J,codeforces,1468J,Road Reform,https://codeforces.com/problemset/problem/1468/J,1468,1800.0,0.37037037037037035,dsu|graphs|greedy,graphs|greedy|other:dsu,6089.0,,False
cf:1468I,codeforces,1468I,Plane Tiling,https://codeforces.com/problemset/problem/1468/I,1468,2500.0,0.6296296296296297,geometry|implementation|math,geometry|implementation|math,579.0,,False
cf:1468H,codeforces,1468H,K and Medians,https://codeforces.com/problemset/problem/1468/H,1468,2200.0,0.5185185185185185,constructive algorithms|greedy|math,constructive|greedy|math,2011.0,,False
cf:1468G,codeforces,1468G,Hobbits,https://codeforces.com/problemset/problem/1468/G,1468,2500.0,0.6296296296296297,binary search|geometry,binary_search|geometry,895.0,,False
cf:1468F,codeforces,1468F,Full Turn,https://codeforces.com/problemset/problem/1468/F,1468,1700.0,0.3333333333333333,geometry|hashing|number theory,geometry|hashing|number_theory,4240.0,,False
cf:1468E,codeforces,1468E,Four Segments,https://codeforces.com/problemset/problem/1468/E,1468,800.0,0.0,greedy,greedy,9845.0,,False
cf:1468D,codeforces,1468D,Firecrackers,https://codeforces.com/problemset/problem/1468/D,1468,1700.0,0.3333333333333333,binary search|sortings,binary_search|sorting,5352.0,,False
cf:1468C,codeforces,1468C,Berpizza,https://codeforces.com/problemset/problem/1468/C,1468,1400.0,0.2222222222222222,data structures|implementation,data_structures|implementation,11442.0,,False
cf:1468B,codeforces,1468B,Bakery,https://codeforces.com/problemset/problem/1468/B,1468,2900.0,0.7777777777777778,data structures|dsu,data_structures|other:dsu,244.0,,False
cf:1468A,codeforces,1468A,LaIS,https://codeforces.com/problemset/problem/1468/A,1468,2200.0,0.5185185185185185,data structures|dp|greedy,data_structures|dynamic_programming|greedy,1961.0,,False
cf:1467E,codeforces,1467E,Distinctive Roots in a Tree,https://codeforces.com/problemset/problem/1467/E,1467,2500.0,0.6296296296296297,data structures|dfs and similar|dp|trees,data_structures|dfs|dynamic_programming|trees,1782.0,,False
cf:1467D,codeforces,1467D,Sum of Paths,https://codeforces.com/problemset/problem/1467/D,1467,2200.0,0.5185185185185185,combinatorics|dp|math,combinatorics|dynamic_programming|math,4041.0,,False
cf:1467C,codeforces,1467C,Three Bags,https://codeforces.com/problemset/problem/1467/C,1467,1900.0,0.4074074074074074,constructive algorithms|greedy,constructive|greedy,6820.0,,False
cf:1467B,codeforces,1467B,Hills And Valleys,https://codeforces.com/problemset/problem/1467/B,1467,1700.0,0.3333333333333333,brute force|implementation,brute_force|implementation,11592.0,,False
cf:1467A,codeforces,1467A,Wizard of Orz,https://codeforces.com/problemset/problem/1467/A,1467,900.0,0.037037037037037035,constructive algorithms|greedy|math,constructive|greedy|math,25369.0,,False
cf:1466I,codeforces,1466I,The Riddle of the Sphinx,https://codeforces.com/problemset/problem/1466/I,1466,3400.0,0.9629629629629629,binary search|data structures|interactive,binary_search|data_structures|other:interactive,247.0,,False
cf:1466H,codeforces,1466H,Finding satisfactory solutions,https://codeforces.com/problemset/problem/1466/H,1466,3300.0,0.9259259259259259,combinatorics|dp|graphs|greedy|math,combinatorics|dynamic_programming|graphs|greedy|math,490.0,,False
cf:1466G,codeforces,1466G,Song of the Sirens,https://codeforces.com/problemset/problem/1466/G,1466,2600.0,0.6666666666666666,combinatorics|divide and conquer|hashing|math|string suffix structures|strings,combinatorics|divide_and_conquer|hashing|math|other:string suffix structures|strings,1014.0,,False
cf:1466F,codeforces,1466F,Euclid's nightmare,https://codeforces.com/problemset/problem/1466/F,1466,2100.0,0.48148148148148145,bitmasks|dfs and similar|dsu|graphs|greedy|math|sortings,bitmask|dfs|graphs|greedy|math|other:dsu|sorting,3067.0,,False
cf:1466E,codeforces,1466E,Apollo versus Pan,https://codeforces.com/problemset/problem/1466/E,1466,1800.0,0.37037037037037035,bitmasks|brute force|math,bitmask|brute_force|math,8475.0,,False
cf:1466D,codeforces,1466D,13th Labour of Heracles,https://codeforces.com/problemset/problem/1466/D,1466,1500.0,0.25925925925925924,data structures|greedy|sortings|trees,data_structures|greedy|sorting|trees,15040.0,,False
cf:1466C,codeforces,1466C,Canine poetry,https://codeforces.com/problemset/problem/1466/C,1466,1300.0,0.18518518518518517,dp|greedy|strings,dynamic_programming|greedy|strings,18883.0,,False
cf:1466B,codeforces,1466B,Last minute enhancements,https://codeforces.com/problemset/problem/1466/B,1466,800.0,0.0,dp|greedy,dynamic_programming|greedy,23643.0,,False
cf:1466A,codeforces,1466A,Bovine Dilemma,https://codeforces.com/problemset/problem/1466/A,1466,800.0,0.0,brute force|geometry|math,brute_force|geometry|math,23240.0,,False
cf:1464F,codeforces,1464F,My Beautiful Madness,https://codeforces.com/problemset/problem/1464/F,1464,3500.0,1.0,data structures|trees,data_structures|trees,444.0,,False
cf:1463F,codeforces,1463F,Max Correct Set,https://codeforces.com/problemset/problem/1463/F,1463,3100.0,0.8518518518518519,bitmasks|dp|math,bitmask|dynamic_programming|math,746.0,,False
cf:1463E,codeforces,1463E,Plan of Lectures,https://codeforces.com/problemset/problem/1463/E,1463,2400.0,0.5925925925925926,constructive algorithms|dfs and similar|dsu|graphs|implementation|sortings|trees,constructive|dfs|graphs|implementation|other:dsu|sorting|trees,1745.0,,False
cf:1463D,codeforces,1463D,Pairs,https://codeforces.com/problemset/problem/1463/D,1463,1900.0,0.4074074074074074,binary search|constructive algorithms|greedy|two pointers,binary_search|constructive|greedy|two_pointers,4863.0,,False
cf:1463C,codeforces,1463C,Busy Robot,https://codeforces.com/problemset/problem/1463/C,1463,1800.0,0.37037037037037035,implementation,implementation,6077.0,,False
